26,1.0,1.7,1817
26,1.0,1.71,1760
26,1.0,1.72,1703
26,1.0,1.73,1647
26,1.0,1.74,1590
26,1.0,1.75,1533
26,1.0,1.76,1477
26,1.0,1.77,1420
26,1.0,1.78,1364
26,1.0,1.79,1307
26,1.0,1.8,1251
26,1.0,1.81,1194
26,1.0,1.82,1138
26,1.0,1.83,1081
26,1.0,1.84,1024
26,1.0,1.85,966
26,1.0,1.86,909
26,1.0,1.87,851
26,1.0,1.8800000000000001,793
26,1.0,1.8900000000000001,734
26,1.0,1.9000000000000001,674
26,1.0,1.9100000000000001,614
26,1.0,1.9200000000000002,552
26,1.0,1.9300000000000002,489
26,1.0,1.9400000000000002,424
26,1.0,1.94,424
26,1.0,1.95,356
26,1.0,1.96,308
26,1.0,1.97,431
26,1.0,1.98,629
26,1.0,1.99,1300
100,1.0,1.9,622
100,1.0,1.91,566
100,1.0,1.92,509
100,1.0,1.93,450
100,1.0,1.94,390
100,1.0,1.95,325
100,1.0,1.96,317
100,1.0,1.97,455
100,1.0,1.98,700
100,1.0,1.99,1327
125,1.0,1.9,592
125,1.0,1.91,539
125,1.0,1.92,484
125,1.0,1.93,428
125,1.0,1.94,370
125,1.0,1.95,309
125,1.0,1.96,316
125,1.0,1.97,453
125,1.0,1.98,724
125,1.0,1.99,1319
150,1.0,1.9,563
150,1.0,1.91,512
150,1.0,1.92,459
150,1.0,1.93,406
150,1.0,1.94,350
150,1.0,1.95,294
150,1.0,1.96,329
150,1.0,1.97,479
groot,1.5,1.7,784
groot,1.5,1.71,759
groot,1.5,1.72,734
groot,1.5,1.73,709
groot,1.5,1.74,685
groot,1.5,1.75,660
groot,1.5,1.76,635
groot,1.5,1.77,610
groot,1.5,1.78,586
groot,1.5,1.79,561
groot,1.5,1.8,536
groot,1.5,1.81,511
groot,1.5,1.82,486
groot,1.5,1.83,461
groot,1.5,1.84,436
groot,1.5,1.85,411
groot,1.5,1.86,385
groot,1.5,1.87,359
groot,1.5,1.8800000000000001,332
groot,1.5,1.8900000000000001,305
groot,1.5,1.9000000000000001,277
groot,1.5,1.9100000000000001,248
groot,1.5,1.9200000000000002,216
groot,1.5,1.9300000000000002,224
groot,1.5,1.9400000000000002,247
groot,1.5,1.9500000000000002,276
groot,1.5,1.9600000000000002,323
groot,1.5,1.9700000000000002,413
groot,1.5,1.9800000000000002,578
groot,0.5,1.7,306
groot,0.5,1.71,296
groot,0.5,1.72,286
groot,0.5,1.73,276
groot,0.5,1.74,266
groot,0.5,1.75,256
groot,0.5,1.76,245
groot,0.5,1.77,235
groot,0.5,1.78,225
groot,0.5,1.79,215
groot,0.5,1.8,205
groot,0.5,1.81,194
groot,0.5,1.82,184
groot,0.5,1.83,173
groot,0.5,1.84,163
groot,0.5,1.85,151
groot,0.5,1.86,140
groot,0.5,1.87,127
groot,0.5,1.8800000000000001,133
groot,0.5,1.8900000000000001,145
groot,0.5,1.9000000000000001,163
groot,0.5,1.9100000000000001,173
groot,0.5,1.9200000000000002,185
groot,0.5,1.9300000000000002,199
groot,0.5,1.9400000000000002,221
groot,0.5,1.9500000000000002,249
groot,0.5,1.9600000000000002,309
groot,0.5,1.9700000000000002,392
groot,0.5,1.9800000000000002,558
groot,0.5,1.9900000000000002,1094
groot,1.0,1.7,513
groot,1.0,1.71,497
groot,1.0,1.72,480
groot,1.0,1.73,464
groot,1.0,1.74,447
groot,1.0,1.75,431
groot,1.0,1.76,415
groot,1.0,1.77,399
groot,1.0,1.78,383
groot,1.0,1.79,367
groot,1.0,1.8,351
groot,1.0,1.81,335
groot,1.0,1.82,319
groot,1.0,1.83,303
groot,1.0,1.84,286
groot,1.0,1.85,270
groot,1.0,1.86,254
groot,1.0,1.87,237
groot,1.0,1.8800000000000001,219
groot,1.0,1.8900000000000001,201
groot,1.0,1.9000000000000001,183
groot,1.0,1.9100000000000001,206
groot,1.0,1.9200000000000002,216
groot,1.0,1.9300000000000002,233
groot,1.0,1.9400000000000002,250
groot,1.0,1.9500000000000002,276
groot,1.0,1.9600000000000002,329
groot,1.0,1.9700000000000002,413
groot,1.0,1.9800000000000002,577
groot,1.0,1.9900000000000002,1088
groot,0.0,1.7,717
groot,0.0,1.71,693
groot,0.0,1.72,670
groot,0.0,1.73,647
groot,0.0,1.74,623
groot,0.0,1.75,600
groot,0.0,1.76,577
groot,0.0,1.77,554
groot,0.0,1.78,531
groot,0.0,1.79,508
groot,0.0,1.8,485
groot,0.0,1.81,462
groot,0.0,1.82,439
groot,0.0,1.83,416
groot,0.0,1.84,393
groot,0.0,1.85,369
groot,0.0,1.86,346
groot,0.0,1.87,322
groot,0.0,1.8800000000000001,298
groot,0.0,1.8900000000000001,274
groot,0.0,1.9000000000000001,249
groot,0.0,1.9100000000000001,223
groot,0.0,1.9200000000000002,197
groot,0.0,1.9300000000000002,196
groot,0.0,1.9400000000000002,227
groot,0.0,1.9500000000000002,286
groot,0.0,1.9600000000000002,339
groot,0.0,1.9700000000000002,440
groot,0.0,1.9800000000000002,670
groot,0.0,1.9900000000000002,1283
groot,2.0,1.7,756
groot,2.0,1.71,732
groot,2.0,1.72,709
groot,2.0,1.73,685
groot,2.0,1.74,661
groot,2.0,1.75,637
groot,2.0,1.76,614
groot,2.0,1.77,590
groot,2.0,1.78,566
groot,2.0,1.79,542
groot,2.0,1.8,519
groot,2.0,1.81,495
groot,2.0,1.82,471
groot,2.0,1.83,447
groot,2.0,1.84,423
groot,2.0,1.85,398
groot,2.0,1.86,374
groot,2.0,1.87,349
groot,2.0,1.8800000000000001,323
groot,2.0,1.8900000000000001,297
groot,2.0,1.9000000000000001,270
groot,2.0,1.9100000000000001,242
groot,2.0,1.9200000000000002,212
groot,2.0,1.9300000000000002,224
groot,2.0,1.9400000000000002,238
groot,2.0,1.9500000000000002,268
groot,2.0,1.9600000000000002,308
groot,2.0,1.9700000000000002,406
groot,2.0,1.9800000000000002,568
groot,2.0,1.9900000000000002,1097
25,0.5,1.8,1246
50,0.5,1.8,1222
25,0.5,1.81,1190
50,0.5,1.81,1166
75,0.5,1.8,1195
25,0.5,1.82,1133
50,0.5,1.82,1111
75,0.5,1.81,1141
25,0.5,1.83,1077
50,0.5,1.83,1055
75,0.5,1.82,1086
25,0.5,1.84,1020
50,0.5,1.84,1000
75,0.5,1.83,1032
25,0.5,1.85,963
50,0.5,1.85,944
75,0.5,1.84,977
25,0.5,1.86,905
50,0.5,1.86,887
75,0.5,1.85,923
25,0.5,1.87,848
50,0.5,1.87,831
75,0.5,1.86,868
25,0.5,1.8800000000000001,790
50,0.5,1.8800000000000001,774
75,0.5,1.87,812
25,0.5,1.8900000000000001,731
50,0.5,1.8900000000000001,716
75,0.5,1.8800000000000001,756
25,0.5,1.9000000000000001,672
50,0.5,1.9000000000000001,658
25,0.5,1.9100000000000001,611
75,0.5,1.8900000000000001,700
50,0.5,1.9100000000000001,599
25,0.5,1.9200000000000002,550
75,0.5,1.9000000000000001,643
50,0.5,1.9200000000000002,539
25,0.5,1.9300000000000002,487
50,0.5,1.9300000000000002,477
75,0.5,1.9100000000000001,585
25,0.5,1.9400000000000002,422
50,0.5,1.9400000000000002,413
75,0.5,1.9200000000000002,526
25,0.5,1.9500000000000002,354
50,0.5,1.9500000000000002,346
25,0.5,1.9600000000000002,306
50,0.5,1.9600000000000002,307
75,0.5,1.9300000000000002,466
25,0.5,1.9700000000000002,435
75,0.5,1.9400000000000002,403
50,0.5,1.9700000000000002,443
75,0.5,1.9500000000000002,337
25,0.5,1.9800000000000002,643
75,0.5,1.9600000000000002,308
50,0.5,1.9800000000000002,674
75,0.5,1.9700000000000002,445
75,0.5,1.9800000000000002,665
100,0.5,1.8,1167
125,0.5,1.8,1145
150,0.5,1.8,1128
100,0.5,1.81,1114
125,0.5,1.81,1093
150,0.5,1.81,1077
100,0.5,1.82,1061
125,0.5,1.82,1041
150,0.5,1.82,1025
100,0.5,1.83,1008
150,0.5,1.83,974
125,0.5,1.83,989
150,0.5,1.84,922
100,0.5,1.84,954
125,0.5,1.84,936
150,0.5,1.85,870
100,0.5,1.85,901
125,0.5,1.85,884
150,0.5,1.86,818
100,0.5,1.86,847
125,0.5,1.86,831
150,0.5,1.87,766
100,0.5,1.87,793
125,0.5,1.87,778
150,0.5,1.8800000000000001,713
100,0.5,1.8800000000000001,738
125,0.5,1.8800000000000001,724
150,0.5,1.8900000000000001,660
100,0.5,1.8900000000000001,683
125,0.5,1.8900000000000001,670
150,0.5,1.9000000000000001,606
100,0.5,1.9000000000000001,627
125,0.5,1.9000000000000001,615
150,0.5,1.9100000000000001,551
125,0.5,1.9100000000000001,560
100,0.5,1.9100000000000001,571
150,0.5,1.9200000000000002,495
125,0.5,1.9200000000000002,503
100,0.5,1.9200000000000002,513
150,0.5,1.9300000000000002,438
125,0.5,1.9300000000000002,445
100,0.5,1.9300000000000002,454
150,0.5,1.9400000000000002,379
150,0.5,1.9500000000000002,317
125,0.5,1.9400000000000002,385
100,0.5,1.9400000000000002,393
150,0.5,1.9600000000000002,315
125,0.5,1.9500000000000002,321
100,0.5,1.9500000000000002,328
125,0.5,1.9600000000000002,309
100,0.5,1.9600000000000002,302
150,0.5,1.9700000000000002,453
125,0.5,1.9700000000000002,434
100,0.5,1.9700000000000002,439
72,1.0,1.85,909
52,1.0,1.85,933
125,1.0,1.85,851
72,1.0,1.86,854
52,1.0,1.86,877
125,1.0,1.86,800
72,1.0,1.87,800
125,1.0,1.87,749
52,1.0,1.87,821
72,1.0,1.8800000000000001,745
125,1.0,1.8800000000000001,697
52,1.0,1.8800000000000001,765
72,1.0,1.8900000000000001,689
125,1.0,1.8900000000000001,645
52,1.0,1.8900000000000001,708
72,1.0,1.9000000000000001,633
125,1.0,1.9000000000000001,592
52,1.0,1.9000000000000001,651
72,1.0,1.9100000000000001,576
125,1.0,1.9100000000000001,539
52,1.0,1.9100000000000001,592
72,1.0,1.9200000000000002,518
125,1.0,1.9200000000000002,484
72,1.0,1.9300000000000002,459
52,1.0,1.9200000000000002,533
125,1.0,1.9300000000000002,428
72,1.0,1.9400000000000002,397
125,1.0,1.9400000000000002,370
52,1.0,1.9300000000000002,472
72,1.0,1.9500000000000002,332
125,1.0,1.9500000000000002,309
52,1.0,1.9400000000000002,409
72,1.0,1.9600000000000002,319
125,1.0,1.9600000000000002,316
52,1.0,1.9500000000000002,342
72,1.0,1.9700000000000002,445
125,1.0,1.9700000000000002,453
52,1.0,1.9600000000000002,309
52,1.0,1.9700000000000002,440
72,1.0,1.9800000000000002,675
125,1.0,1.9800000000000002,724
52,1.0,1.9800000000000002,668
